temps,genotype,espece,sfeuille,sain,lesion
2,resistant,pm,2.344,2.331,0.01
2,resistant,pm,2.687,2.654,0.031
2,resistant,pm,2.305,2.301,0.002
2,resistant,pm,2.467,2.465,0
2,resistant,dp,1.947,1.81,0.136
2,resistant,dp,2.519,2.402,0.113
2,resistant,dp,2.173,2.049,0.123
2,resistant,dp,3.021,2.909,0.108
2,resistant,dp,2.239,2.14,0.096
2,resistant,dp,2.011,1.928,0.076
2,resistant,dp,2.062,1.946,0.11
2,resistant,dp,2.294,2.191,0.095
2,resistant,dp,2.259,2.116,0.135
2,resistant,dp,2.289,2.209,0.078
2,resistant,dp,1.891,1.8,0.087
2,resistant,dp,1.674,1.598,0.068
2,resistant,dp,2.302,2.206,0.092
2,resistant,dp,2.511,2.427,0.079
2,resistant,dp,2.46,2.354,0.1
2,resistant,dp,2.467,2.341,0.121
2,sensible,pm,6.226,6.226,0
2,sensible,pm,6.302,6.302,0
2,sensible,pm,7.092,7.041,0.048
2,sensible,pm,6.279,6.207,0.066
2,sensible,pm,7.162,7.062,0.097
2,sensible,pm,5.711,5.618,0.089
2,sensible,pm,7.624,7.5,0.119
2,sensible,pm,9.18,9.074,0.099
2,sensible,pm,7.542,7.48,0.056
2,sensible,pm,6.741,6.735,0.004
2,sensible,pm,8.011,7.866,0.141
2,sensible,pm,7.267,7.249,0.014
2,sensible,pm,7.617,7.49,0.123
2,sensible,pm,6.716,6.687,0.023
2,sensible,pm,8.802,8.658,0.141
2,sensible,pm,8.875,8.761,0.108
2,resistant,dp,1.925,1.921,0.002
2,resistant,dp,1.929,1.926,0.002
2,resistant,dp,2.065,2.018,0.041
2,resistant,dp,2.234,2.208,0.018
2,resistant,dp,2.024,2.019,0.002
2,resistant,dp,2.279,2.279,0
2,resistant,dp,1.909,1.906,0
2,resistant,dp,2.289,2.287,0
2,resistant,dp,2.442,2.431,0.008
2,resistant,dp,2.26,2.26,0
2,resistant,dp,2.44,2.434,0.002
2,resistant,dp,2.377,2.376,0
2,resistant,dp,2.362,2.361,0
2,resistant,dp,2.689,2.685,0
2,resistant,dp,2.017,1.989,0.024
2,resistant,dp,2.794,2.793,0
2,resistant,pm,3.007,2.951,0.053
2,resistant,pm,2.25,2.208,0.04
2,resistant,pm,2.407,2.366,0.038
2,resistant,pm,1.914,1.89,0.019
2,resistant,pm,2.52,2.52,0
2,resistant,pm,2.476,2.476,0
2,resistant,pm,2.97,2.947,0.02
2,resistant,pm,2.74,2.706,0.03
2,resistant,pm,2.62,2.591,0.027
2,resistant,pm,2.561,2.561,0
2,resistant,pm,2.389,2.361,0.023
2,resistant,pm,2.348,2.322,0.021
2,resistant,pm,1.806,1.799,0.004
2,resistant,pm,1.997,1.962,0.032
2,resistant,pm,1.929,1.891,0.03
2,resistant,pm,2.167,2.106,0.055
2,resistant,dp,2.229,2.229,0
2,resistant,dp,2.232,2.223,0.004
2,resistant,dp,2.06,2.053,0.003
2,resistant,dp,2.436,2.434,0
2,resistant,dp,2.309,2.298,0.007
2,resistant,dp,2.537,2.535,0
2,resistant,dp,1.756,1.729,0.022
2,resistant,dp,3.068,3.066,0
2,resistant,dp,2.655,2.632,0.019
2,resistant,dp,2.781,2.78,0
2,resistant,dp,2.326,2.325,0
2,resistant,dp,2.572,2.508,0.055
2,resistant,dp,2.694,2.694,0
2,resistant,dp,2.639,2.633,0.004
2,resistant,dp,2.332,2.282,0.045
2,resistant,dp,2.151,2.065,0.081
2,sensible,dp,8.608,8.457,0.15
2,sensible,dp,6.941,6.921,0.015
2,sensible,dp,9.349,9.216,0.13
2,sensible,dp,6.346,6.257,0.084
2,sensible,dp,7.749,7.62,0.125
2,sensible,dp,8.444,8.285,0.158
2,sensible,dp,7.255,7.053,0.2
2,sensible,dp,8.884,8.757,0.124
2,sensible,dp,8.159,7.897,0.261
2,sensible,dp,6.552,6.397,0.155
2,sensible,dp,5.938,5.751,0.182
2,sensible,dp,6.333,6.147,0.184
2,sensible,pm,7.54,7.446,0.088
2,sensible,pm,8.194,8.101,0.086
2,sensible,pm,7.18,7.028,0.139
2,sensible,pm,5.772,5.523,0.238
2,sensible,pm,7.787,7.734,0.05
2,sensible,pm,6.545,6.428,0.11
2,sensible,pm,5.299,4.976,0.32
2,sensible,pm,7.327,7.124,0.191
2,sensible,pm,7.665,7.583,0.079
2,sensible,pm,8.105,8.104,0
2,sensible,pm,7.471,7.265,0.201
2,sensible,pm,6.172,6.092,0.071
2,sensible,pm,8.395,8.255,0.135
2,sensible,pm,6.731,6.72,0.004
2,sensible,pm,6.564,6.563,0
2,sensible,pm,6.186,6.132,0.049
2,sensible,pm,6.98,6.858,0.116
2,sensible,pm,6.465,6.454,0.008
2,sensible,pm,6.575,6.499,0.073
2,sensible,pm,5.909,5.836,0.063
2,sensible,pm,8.073,8.063,0.009
2,sensible,pm,8.711,8.694,0.012
2,sensible,pm,6.59,6.455,0.125
2,sensible,pm,5.086,5.045,0.034
2,sensible,pm,8.912,8.808,0.1
2,sensible,pm,6.993,6.97,0.02
2,sensible,pm,6.684,6.565,0.113
2,sensible,pm,6.196,6.115,0.074
2,sensible,pm,7.32,7.158,0.16
2,sensible,pm,6.092,5.985,0.1
2,sensible,pm,6.488,6.373,0.11
2,sensible,pm,6.527,6.368,0.156
2,sensible,dp,6.725,6.617,0.103
2,sensible,dp,6.625,6.621,0.004
2,sensible,dp,5.422,5.317,0.098
2,sensible,dp,7.052,7.02,0.029
2,sensible,dp,5.534,5.4,0.132
2,sensible,dp,7.32,7.227,0.089
2,sensible,dp,8.03,7.93,0.098
2,sensible,dp,6.763,6.642,0.117
2,sensible,dp,4.289,4.252,0.033
2,sensible,dp,5.834,5.723,0.109
2,sensible,dp,6.521,6.44,0.077
2,sensible,dp,5.781,5.679,0.097
2,sensible,dp,6.749,6.569,0.178
2,sensible,dp,5.885,5.846,0.035
2,sensible,dp,6.639,6.48,0.157
2,sensible,dp,4.604,4.482,0.117
2,sensible,pm,7.609,7.564,0.04
2,sensible,pm,9.064,9.019,0.04
2,sensible,pm,5.949,5.834,0.113
2,sensible,pm,7.427,7.336,0.085
2,sensible,pm,7.061,6.934,0.123
2,sensible,pm,7.401,7.375,0.023
2,sensible,pm,7.965,7.844,0.118
2,sensible,pm,7.1,6.999,0.096
2,sensible,pm,5.949,5.839,0.105
2,sensible,pm,6.446,6.438,0.004
2,sensible,pm,8.981,8.82,0.157
2,sensible,pm,8.917,8.776,0.138
2,sensible,pm,7.209,7.115,0.092
2,sensible,pm,6.393,6.318,0.074
2,sensible,pm,6.712,6.56,0.149
2,sensible,pm,6.06,5.935,0.121
2,sensible,dp,9.223,9.056,0.166
2,sensible,dp,8.351,8.196,0.153
2,sensible,dp,6.463,6.274,0.184
2,sensible,dp,7.901,7.737,0.162
2,sensible,dp,6.598,6.389,0.208
2,sensible,dp,5.367,5.288,0.078
2,sensible,dp,8.521,8.323,0.196
2,sensible,dp,8.953,8.771,0.178
2,sensible,dp,8.047,7.898,0.148
2,sensible,dp,8.84,8.703,0.134
2,sensible,dp,7.657,7.466,0.188
2,sensible,dp,8.349,8.143,0.205
2,sensible,dp,8.7,8.513,0.183
2,sensible,dp,6.626,6.482,0.142
2,sensible,dp,6.257,6.068,0.186
2,sensible,dp,7.878,7.7,0.177
2,sensible,dp,6.06,5.972,0.083
2,sensible,dp,7.015,6.933,0.08
2,sensible,dp,6.679,6.537,0.139
2,sensible,dp,6.733,6.625,0.105
2,sensible,dp,8.944,8.809,0.132
2,sensible,dp,7.717,7.717,0
2,sensible,dp,6.171,6.028,0.139
2,sensible,dp,6.832,6.672,0.156
2,sensible,dp,7.778,7.644,0.13
2,sensible,dp,7.548,7.486,0.058
2,sensible,dp,6.144,6.004,0.136
2,sensible,dp,6.608,6.508,0.096
2,sensible,dp,7.463,7.347,0.113
2,sensible,dp,6.901,6.765,0.135
2,sensible,dp,6.842,6.731,0.102
2,sensible,dp,5.739,5.647,0.081
3,sensible,pm,8.053,7.933,0.118
3,sensible,pm,7.108,7.025,0.081
3,sensible,pm,6.302,6.131,0.169
3,sensible,pm,9.222,9.092,0.124
3,sensible,pm,5.617,5.5,0.107
3,sensible,pm,5.816,5.749,0.063
3,sensible,pm,8.207,7.988,0.216
3,sensible,pm,8.123,7.979,0.142
3,sensible,pm,8.33,8.245,0.08
3,sensible,pm,9.138,9.02,0.11
3,sensible,pm,6.282,6.209,0.068
3,sensible,pm,9.199,9.003,0.193
3,sensible,pm,6.925,6.812,0.107
3,sensible,pm,6.376,6.249,0.124
3,sensible,pm,6.993,6.85,0.14
3,sensible,pm,7.353,7.218,0.134
3,sensible,pm,8.673,8.421,0.251
3,sensible,pm,8.54,8.311,0.227
3,sensible,pm,6.825,6.613,0.209
3,sensible,pm,5.564,5.312,0.251
3,sensible,pm,7.612,7.303,0.307
3,sensible,pm,6.236,6.006,0.226
3,sensible,pm,7.504,7.271,0.227
3,sensible,pm,5.352,5.095,0.254
3,sensible,pm,7.489,7.282,0.206
3,sensible,pm,4.615,4.464,0.147
3,sensible,pm,7.046,6.83,0.212
3,sensible,pm,7.538,7.203,0.33
3,sensible,pm,4.322,3.984,0.332
3,sensible,pm,8.363,8.067,0.29
3,sensible,pm,5.445,5.13,0.312
3,sensible,pm,5.956,5.747,0.206
3,sensible,dp,8.33,8,0.325
3,sensible,dp,7.095,6.891,0.197
3,sensible,dp,5.691,5.222,0.468
3,sensible,dp,4.506,4.134,0.371
3,sensible,dp,5.599,5.188,0.407
3,sensible,dp,4.767,4.519,0.247
3,sensible,dp,5.497,5.137,0.358
3,sensible,dp,8.314,8.027,0.282
3,sensible,dp,7.884,7.629,0.253
3,sensible,dp,7.288,7.054,0.232
3,sensible,dp,5.856,5.48,0.371
3,sensible,dp,5.644,5.289,0.351
3,sensible,dp,7.335,6.97,0.355
3,sensible,dp,7.945,7.629,0.311
3,sensible,dp,6.925,6.488,0.436
3,sensible,dp,5.462,5.12,0.339
3,resistant,pm,2.123,2.018,0.102
3,resistant,pm,2.302,2.239,0.054
3,resistant,pm,2.334,2.212,0.12
3,resistant,pm,2.211,2.189,0.017
3,resistant,pm,1.845,1.83,0.01
3,resistant,pm,2.23,2.105,0.122
3,resistant,pm,3.011,2.881,0.124
3,resistant,pm,3.441,3.325,0.113
3,resistant,pm,2.306,2.183,0.116
3,resistant,pm,2.762,2.62,0.142
3,resistant,pm,2.624,2.48,0.142
3,resistant,pm,2.684,2.574,0.108
3,resistant,pm,2.465,2.329,0.126
3,resistant,pm,2.186,2.081,0.103
3,resistant,pm,2.435,2.282,0.15
3,resistant,pm,2.449,2.304,0.139
3,resistant,pm,2.099,1.948,0.149
3,resistant,pm,2.161,2.025,0.133
3,resistant,pm,2.5,2.362,0.132
3,resistant,pm,2.308,2.202,0.103
3,resistant,pm,2.346,2.33,0.005
3,resistant,pm,2.21,2.187,0.019
3,resistant,pm,1.854,1.769,0.076
3,resistant,pm,2.686,2.582,0.099
3,resistant,pm,2.268,2.203,0.058
3,resistant,pm,2.409,2.33,0.075
3,resistant,pm,2.287,2.182,0.099
3,resistant,pm,2.431,2.307,0.121
3,resistant,pm,2.712,2.586,0.12
3,resistant,pm,2.814,2.808,0.002
3,resistant,pm,2.284,2.25,0.024
3,resistant,pm,1.738,1.729,0.005
3,resistant,dp,2.117,1.796,0.317
3,resistant,dp,2.542,2.315,0.226
3,resistant,dp,2.56,2.248,0.306
3,resistant,dp,3.178,2.902,0.275
3,resistant,dp,3.069,2.75,0.317
3,resistant,dp,2.268,1.782,0.477
3,resistant,dp,2.432,2.116,0.311
3,resistant,dp,2.083,1.739,0.335
3,resistant,dp,2.148,1.851,0.287
3,resistant,dp,2.155,1.841,0.311
3,resistant,dp,2.269,1.864,0.397
3,resistant,dp,2.681,2.484,0.185
3,resistant,dp,2.588,2.354,0.232
3,resistant,dp,2.65,2.359,0.287
3,resistant,dp,2.762,2.46,0.298
3,resistant,dp,2.521,2.3,0.217
3,resistant,pm,1.465,1.376,0.082
3,resistant,pm,2.209,2.044,0.16
3,resistant,pm,2.505,2.442,0.061
3,resistant,pm,2.72,2.678,0.033
3,resistant,pm,2.075,2.012,0.059
3,resistant,pm,2.303,2.153,0.143
3,resistant,pm,2.646,2.581,0.058
3,resistant,pm,2.805,2.687,0.112
3,resistant,pm,2.81,2.655,0.149
3,resistant,pm,2.187,2.046,0.138
3,resistant,pm,2.206,1.98,0.215
3,resistant,pm,2.689,2.474,0.207
3,resistant,pm,2.229,2.077,0.142
3,resistant,pm,2.166,2.063,0.099
3,resistant,pm,1.952,1.726,0.214
3,resistant,pm,2.248,2.117,0.116
3,resistant,pm,2.572,2.459,0.107
3,resistant,pm,2.73,2.713,0.013
3,resistant,pm,2.303,2.184,0.114
3,resistant,pm,2.292,2.265,0.021
3,resistant,pm,3.179,3.006,0.163
3,resistant,pm,2.495,2.419,0.07
3,resistant,pm,3.089,3.025,0.059
3,resistant,pm,2.813,2.719,0.09
3,resistant,pm,2.621,2.303,0.314
3,resistant,pm,2.744,2.522,0.213
3,resistant,pm,2.182,1.873,0.305
3,resistant,pm,2.06,1.794,0.262
3,resistant,pm,2.53,2.407,0.119
3,resistant,pm,3.127,3.041,0.083
3,resistant,pm,3.05,2.946,0.098
3,resistant,pm,3.02,2.946,0.072
3,resistant,dp,2.788,2.767,0.015
3,resistant,dp,2.708,2.682,0.025
3,resistant,dp,2.249,2.118,0.127
3,resistant,dp,2.229,2.106,0.12
3,resistant,dp,2.247,2.123,0.119
3,resistant,dp,2.364,2.24,0.12
3,resistant,dp,2.34,2.2,0.136
3,resistant,dp,2.405,2.364,0.035
3,resistant,dp,2.221,2.046,0.17
3,resistant,dp,1.882,1.786,0.093
3,resistant,dp,2.523,2.396,0.123
3,resistant,dp,2.578,2.481,0.093
3,resistant,dp,2.244,2.117,0.122
3,resistant,dp,2.041,1.929,0.108
3,resistant,dp,2.462,2.311,0.146
3,resistant,dp,2.637,2.513,0.121
3,resistant,pm,1.955,1.816,0.135
3,resistant,pm,1.768,1.652,0.113
3,resistant,pm,2.499,2.415,0.078
3,resistant,pm,2.617,2.518,0.09
3,resistant,pm,2.87,2.753,0.115
3,resistant,pm,1.943,1.809,0.132
3,resistant,pm,1.91,1.79,0.113
3,resistant,pm,2.438,2.311,0.123
3,resistant,pm,2.709,2.578,0.127
3,resistant,pm,2.792,2.678,0.11
3,resistant,pm,2.823,2.68,0.138
3,resistant,pm,2.386,2.249,0.13
3,resistant,pm,2.342,2.24,0.096
3,resistant,pm,2.695,2.557,0.134
3,resistant,pm,2.371,2.235,0.132
3,resistant,pm,2.525,2.401,0.117
3,resistant,dp,1.936,1.684,0.248
3,resistant,dp,2.53,2.348,0.18
3,resistant,dp,2.189,1.994,0.191
3,resistant,dp,3.067,2.922,0.143
3,resistant,dp,2.283,2.008,0.27
3,resistant,dp,2.311,2.17,0.141
3,resistant,dp,1.892,1.658,0.227
3,resistant,dp,1.696,1.52,0.171
3,resistant,dp,2.318,2.117,0.198
3,resistant,dp,2.468,2.29,0.177
3,resistant,dp,2.52,2.313,0.202
3,resistant,dp,2.449,2.18,0.263
3,sensible,pm,6.188,6.188,0
3,sensible,pm,6.177,6.162,0.012
3,sensible,pm,7.158,7.031,0.121
3,sensible,pm,6.215,6.014,0.191
3,sensible,pm,7.191,7.041,0.146
3,sensible,pm,5.621,5.453,0.162
3,sensible,pm,7.653,7.374,0.275
3,sensible,pm,9.121,8.878,0.237
3,sensible,pm,7.583,7.346,0.231
3,sensible,pm,6.918,6.8,0.117
3,sensible,pm,8.39,8.125,0.262
3,sensible,pm,7.296,6.964,0.325
3,sensible,pm,7.692,7.465,0.22
3,sensible,pm,6.5,6.365,0.131
3,sensible,pm,8.951,8.644,0.304
3,sensible,pm,8.863,8.663,0.196
3,resistant,dp,1.929,1.809,0.113
3,resistant,dp,1.94,1.846,0.088
3,resistant,dp,2.101,1.921,0.174
3,resistant,dp,2.231,2.097,0.131
3,resistant,dp,2.106,2,0.094
3,resistant,dp,2.317,2.209,0.106
3,resistant,dp,1.986,1.858,0.123
3,resistant,dp,2.293,2.187,0.099
3,resistant,dp,2.468,2.375,0.087
3,resistant,dp,2.283,2.16,0.118
3,resistant,dp,2.443,2.3,0.138
3,resistant,dp,2.375,2.304,0.067
3,resistant,dp,2.4,2.313,0.079
3,resistant,dp,2.687,2.579,0.105
3,resistant,dp,2.041,1.86,0.179
3,resistant,dp,2.767,2.681,0.079
3,resistant,pm,3.024,2.862,0.16
3,resistant,pm,2.252,2.091,0.16
3,resistant,pm,2.429,2.284,0.142
3,resistant,pm,1.853,1.714,0.136
3,resistant,pm,2.543,2.466,0.071
3,resistant,pm,2.563,2.48,0.081
3,resistant,pm,2.978,2.82,0.154
3,resistant,pm,2.749,2.614,0.132
3,resistant,pm,2.61,2.445,0.163
3,resistant,pm,2.529,2.421,0.106
3,resistant,pm,2.464,2.288,0.172
3,resistant,pm,2.27,2.123,0.144
3,resistant,pm,1.815,1.669,0.142
3,resistant,pm,1.998,1.857,0.141
3,resistant,pm,1.94,1.811,0.125
3,resistant,pm,2.229,2.077,0.148
3,resistant,dp,2.279,2.131,0.144
3,resistant,dp,2.288,2.115,0.17
3,resistant,dp,2.051,1.951,0.093
3,resistant,dp,2.442,2.339,0.097
3,resistant,dp,2.3,2.174,0.124
3,resistant,dp,2.639,2.497,0.14
3,resistant,dp,1.789,1.657,0.131
3,resistant,dp,3.066,3.013,0.046
3,resistant,dp,2.669,2.559,0.105
3,resistant,dp,2.801,2.706,0.09
3,resistant,dp,2.441,2.324,0.113
3,resistant,dp,2.596,2.433,0.16
3,resistant,dp,2.634,2.55,0.081
3,resistant,dp,2.711,2.573,0.137
3,resistant,dp,2.306,2.17,0.134
3,resistant,dp,2.219,2.052,0.166
3,sensible,dp,8.556,8.22,0.333
3,sensible,dp,6.781,6.307,0.468
3,sensible,dp,9.353,9.096,0.256
3,sensible,dp,6.346,5.958,0.387
3,sensible,dp,7.715,7.373,0.34
3,sensible,dp,8.441,8.183,0.253
3,sensible,dp,7.29,6.989,0.299
3,sensible,dp,8.798,8.61,0.186
3,sensible,dp,8.029,7.617,0.4
3,sensible,dp,6.35,6.155,0.186
3,sensible,dp,6.115,5.723,0.387
3,sensible,dp,6.214,5.858,0.351
3,sensible,pm,7.618,7.304,0.309
3,sensible,pm,8.134,7.889,0.236
3,sensible,pm,7.16,6.77,0.383
3,sensible,pm,5.749,5.299,0.443
3,sensible,pm,7.588,7.343,0.24
3,sensible,pm,6.49,6.198,0.284
3,sensible,pm,5.331,4.724,0.6
3,sensible,pm,7.382,7.022,0.347
3,sensible,pm,7.86,7.596,0.262
3,sensible,pm,8.004,7.903,0.1
3,sensible,pm,7.73,7.392,0.334
3,sensible,pm,6.14,5.849,0.286
3,sensible,pm,8.424,8.138,0.285
3,sensible,pm,6.686,6.554,0.126
3,sensible,pm,6.239,6.133,0.101
3,sensible,pm,6.085,5.865,0.216
3,sensible,pm,7.004,6.772,0.225
3,sensible,pm,6.521,6.343,0.175
3,sensible,pm,6.503,6.36,0.143
3,sensible,pm,5.894,5.607,0.285
3,sensible,pm,8.182,7.996,0.184
3,sensible,pm,8.715,8.538,0.172
3,sensible,pm,6.633,6.312,0.315
3,sensible,pm,5.119,4.895,0.219
3,sensible,pm,9.115,8.906,0.207
3,sensible,pm,7.042,6.863,0.178
3,sensible,pm,6.835,6.588,0.243
3,sensible,pm,6.091,5.822,0.264
3,sensible,pm,7.312,6.98,0.327
3,sensible,pm,6.075,5.849,0.221
3,sensible,pm,6.252,6.063,0.185
3,sensible,pm,6.678,6.325,0.349
3,sensible,dp,6.769,6.567,0.196
3,sensible,dp,6.71,6.545,0.164
3,sensible,dp,5.365,5.172,0.191
3,sensible,dp,7.072,6.937,0.133
3,sensible,dp,5.54,5.341,0.197
3,sensible,dp,7.319,7.126,0.191
3,sensible,dp,8.09,7.887,0.199
3,sensible,dp,6.759,6.578,0.178
3,sensible,dp,4.133,4.006,0.123
3,sensible,dp,5.752,5.59,0.159
3,sensible,dp,6.577,6.405,0.169
3,sensible,dp,5.767,5.574,0.19
3,sensible,dp,6.857,6.53,0.327
3,sensible,dp,6.012,5.762,0.249
3,sensible,dp,6.863,6.626,0.233
3,sensible,dp,4.589,4.282,0.305
3,sensible,pm,7.673,7.513,0.159
3,sensible,pm,9.121,8.963,0.156
3,sensible,pm,5.977,5.794,0.179
3,sensible,pm,7.304,7.129,0.17
3,sensible,pm,7.132,6.942,0.188
3,sensible,pm,7.447,7.323,0.12
3,sensible,pm,8.025,7.811,0.212
3,sensible,pm,7.125,6.945,0.176
3,sensible,pm,6.079,5.875,0.201
3,sensible,pm,6.538,6.376,0.159
3,sensible,pm,9.064,8.815,0.243
3,sensible,pm,8.904,8.681,0.22
3,sensible,pm,7.255,7.038,0.215
3,sensible,pm,6.41,6.185,0.219
3,sensible,pm,6.781,6.477,0.3
3,sensible,pm,6.171,5.925,0.244
3,sensible,dp,9.365,8.98,0.383
3,sensible,dp,8.318,7.94,0.371
3,sensible,dp,6.59,6.121,0.466
3,sensible,dp,7.97,7.498,0.469
3,sensible,dp,6.653,6.128,0.522
3,sensible,dp,5.345,5.035,0.302
3,sensible,dp,8.633,8.095,0.533
3,sensible,dp,9.011,8.44,0.568
3,sensible,dp,8.134,7.753,0.38
3,sensible,dp,8.815,8.424,0.387
3,sensible,dp,7.52,6.989,0.513
3,sensible,dp,8.379,7.929,0.448
3,sensible,dp,8.68,8.141,0.535
3,sensible,dp,6.633,6.298,0.33
3,sensible,dp,6.236,5.768,0.463
3,sensible,dp,7.863,7.386,0.473
3,sensible,dp,6.12,5.84,0.28
3,sensible,dp,6.977,6.789,0.188
3,sensible,dp,6.86,6.615,0.243
3,sensible,dp,6.696,6.429,0.267
3,sensible,dp,9.085,8.828,0.255
3,sensible,dp,7.732,7.486,0.243
3,sensible,dp,6.242,5.975,0.263
3,sensible,dp,6.765,6.406,0.359
3,sensible,dp,7.747,7.449,0.296
3,sensible,dp,7.503,7.328,0.174
3,sensible,dp,6.245,5.901,0.342
3,sensible,dp,6.643,6.405,0.237
3,sensible,dp,7.481,7.269,0.211
3,sensible,dp,7.01,6.697,0.31
3,sensible,dp,6.907,6.615,0.289
3,sensible,dp,5.598,5.184,0.412
6,sensible,pm,8.3,7.99,0.3
6,sensible,pm,7.077,6.717,0.338
6,sensible,pm,6.507,5.854,0.642
6,sensible,pm,9.118,8.61,0.501
6,sensible,pm,5.363,3.968,1.379
6,sensible,pm,5.727,4.944,0.759
6,sensible,pm,8.227,7.036,1.184
6,sensible,pm,8.154,7.506,0.645
6,sensible,pm,8.291,7.922,0.362
6,sensible,pm,9.143,8.225,0.867
6,sensible,pm,6.189,5.212,0.954
6,sensible,pm,9.281,8.377,0.87
6,sensible,pm,6.931,6.211,0.704
6,sensible,pm,6.504,6.056,0.431
6,sensible,pm,6.735,6.027,0.703
6,sensible,pm,7.478,7.023,0.451
6,sensible,pm,8.756,6.636,2.104
6,sensible,pm,8.417,6.348,2.026
6,sensible,pm,6.91,5.13,1.756
6,sensible,pm,5.647,4.328,1.276
6,sensible,pm,7.563,5.658,1.848
6,sensible,pm,6.236,5.543,0.649
6,sensible,pm,7.419,5.265,2.131
6,sensible,pm,5.363,4.062,1.255
6,sensible,pm,7.499,5.718,1.752
6,sensible,pm,4.58,4.104,0.43
6,sensible,pm,7.07,5.11,1.927
6,sensible,pm,7.571,4.939,2.569
6,sensible,pm,4.525,3.321,1.126
6,sensible,pm,8.429,6.148,2.172
6,sensible,pm,5.447,3.135,2.213
6,sensible,pm,5.905,4.205,1.558
6,sensible,dp,8.401,5.489,2.84
6,sensible,dp,6.985,5.479,1.442
6,sensible,dp,5.588,2.77,2.805
6,sensible,dp,4.427,2.139,2.264
6,sensible,dp,5.568,2.573,2.959
6,sensible,dp,4.795,3.074,1.671
6,sensible,dp,5.465,3.595,1.808
6,sensible,dp,8.493,6.463,2.021
6,sensible,dp,7.839,5.881,1.951
6,sensible,dp,7.194,5.538,1.582
6,sensible,dp,5.851,3.289,2.457
6,sensible,dp,5.724,3.325,2.309
6,sensible,dp,7.446,4.726,2.692
6,sensible,dp,7.973,5.7,2.229
6,sensible,dp,6.947,3.849,3.063
6,sensible,dp,5.518,3.163,2.295
6,resistant,pm,2.127,1.547,0.571
6,resistant,pm,2.264,1.34,0.86
6,resistant,pm,2.253,1.613,0.621
6,resistant,pm,2.195,1.126,1.013
6,resistant,pm,1.853,1.257,0.576
6,resistant,pm,2.185,1.269,0.895
6,resistant,pm,3.076,2.119,0.867
6,resistant,pm,3.431,2.83,0.596
6,resistant,pm,2.29,1.148,1.113
6,resistant,pm,2.689,1.574,1.101
6,resistant,pm,2.583,1.031,1.485
6,resistant,pm,2.654,2.024,0.606
6,resistant,pm,2.445,0.925,1.468
6,resistant,pm,2.212,1.152,1.043
6,resistant,pm,2.432,1.37,1.018
6,resistant,pm,2.47,1.313,1.131
6,resistant,pm,2.156,0.457,1.655
6,resistant,pm,2.244,0.724,1.497
6,resistant,pm,2.536,0.967,1.516
6,resistant,pm,2.33,1.162,1.123
6,resistant,pm,2.339,1.159,1.131
6,resistant,pm,2.265,1.151,1.092
6,resistant,pm,1.837,0.634,1.163
6,resistant,pm,2.696,1.63,1.021
6,resistant,pm,2.32,1.348,0.938
6,resistant,pm,2.383,1.406,0.962
6,resistant,pm,2.292,0.988,1.253
6,resistant,pm,2.434,1.278,1.128
6,resistant,pm,2.709,1.017,1.648
6,resistant,pm,2.817,2.361,0.447
6,resistant,pm,2.285,0.784,1.412
6,resistant,pm,1.76,1.164,0.564
6,resistant,dp,2.098,0.326,1.734
6,resistant,dp,2.723,0.889,1.793
6,resistant,dp,2.6,0.573,1.97
6,resistant,dp,3.193,0.992,2.124
6,resistant,dp,3.071,0.76,2.26
6,resistant,dp,2.257,0.823,1.354
6,resistant,dp,2.403,0.884,1.467
6,resistant,dp,2.099,0.422,1.65
6,resistant,dp,2.157,0.46,1.621
6,resistant,dp,2.174,0.454,1.677
6,resistant,dp,2.264,0.431,1.788
6,resistant,dp,2.682,0.651,1.982
6,resistant,dp,2.52,0.908,1.566
6,resistant,dp,2.676,0.633,2.024
6,resistant,dp,2.807,0.753,1.985
6,resistant,dp,2.534,0.953,1.551
6,resistant,pm,1.488,0.452,1.012
6,resistant,pm,2.214,0.707,1.488
6,resistant,pm,2.478,1.557,0.821
6,resistant,pm,2.621,1.936,0.63
6,resistant,pm,2.094,0.907,1.141
6,resistant,pm,2.314,0.757,1.522
6,resistant,pm,2.693,1.855,0.781
6,resistant,pm,2.824,0.996,1.731
6,resistant,pm,2.836,1.328,1.465
6,resistant,pm,2.179,1.003,1.159
6,resistant,pm,2.204,0.599,1.551
6,resistant,pm,2.679,1.023,1.597
6,resistant,pm,2.237,0.692,1.499
6,resistant,pm,2.194,0.891,1.276
6,resistant,pm,1.942,0.6,1.283
6,resistant,pm,2.283,1.237,0.995
6,resistant,pm,2.588,1.446,1.097
6,resistant,pm,2.741,2.524,0.2
6,resistant,pm,2.3,1.179,1.067
6,resistant,pm,2.325,2.092,0.221
6,resistant,pm,3.167,1.758,1.342
6,resistant,pm,2.504,1.838,0.641
6,resistant,pm,3.09,2.503,0.547
6,resistant,pm,2.831,2.345,0.479
6,resistant,pm,2.618,0.837,1.74
6,resistant,pm,2.772,1.023,1.715
6,resistant,pm,2.11,0.62,1.432
6,resistant,pm,2.033,0.356,1.64
6,resistant,pm,2.516,1.378,1.121
6,resistant,pm,3.145,1.791,1.338
6,resistant,pm,3.061,2.27,0.762
6,resistant,pm,2.985,2.089,0.87
6,resistant,dp,2.765,1.727,1.005
6,resistant,dp,2.729,1.973,0.745
6,resistant,dp,2.236,0.669,1.522
6,resistant,dp,2.171,1.016,1.118
